line_item_id,transaction_id,product_id,promotion_id,quantity,line_item_amount
99,TXN100032,10,,2,353.7
100,TXN100032,15,,4,961.84
101,TXN100032,26,,3,3348.27
102,TXN100032,11,,4,7601.32
103,TXN100033,19,,2,2031.18
104,TXN100034,10,,4,707.4
105,TXN100034,11,,3,5700.99
106,TXN100035,20,4.0,2,234.12
107,TXN100035,16,,2,2768.5
108,TXN100036,17,,2,1816.6
109,TXN100036,26,,3,3348.27
110,TXN100036,22,,2,1109.24
111,TXN100036,16,,3,4152.75
112,TXN100036,23,,3,4025.76
118,TXN100038,23,,1,1341.92
119,TXN100038,21,2.0,2,3646.34
120,TXN100038,2,,3,2818.02
121,TXN100038,19,2.0,4,4062.36
122,TXN100039,16,,4,5537.0
123,TXN100040,28,,3,5822.07
124,TXN100040,26,,1,1116.09
125,TXN100041,22,,2,1109.24
126,TXN100041,24,,2,1315.68
127,TXN100042,7,,2,281.16
128,TXN100043,9,,4,1530.08
129,TXN100043,10,,4,707.4
130,TXN100043,24,,1,657.84
131,TXN100043,8,,3,3704.13
132,TXN100044,7,1.0,2,281.16
133,TXN100044,2,3.0,2,1878.68
134,TXN100044,25,4.0,3,3192.39
135,TXN100045,14,1.0,3,1932.0
136,TXN100045,21,,3,5469.51
137,TXN100045,5,,4,4211.04
138,TXN100045,13,,3,4879.11
139,TXN100045,11,,2,3800.66
140,TXN100046,21,,3,5469.51
141,TXN100046,14,,2,1288.0
142,TXN100046,8,2.0,4,4938.84
143,TXN100046,6,1.0,2,2410.42
144,TXN100047,23,1.0,2,2683.84
145,TXN100047,19,,4,4062.36
146,TXN100047,17,,3,2724.9
147,TXN100047,17,,1,908.3
148,TXN100047,22,,1,554.62
149,TXN100048,15,,1,240.46
150,TXN100049,25,,4,4256.52
151,TXN100049,5,,3,3158.28
152,TXN100049,6,1.0,2,2410.42
153,TXN100049,4,,3,1318.08
154,TXN100050,28,,3,5822.07
155,TXN100051,24,,4,2631.36
156,TXN100051,21,,1,1823.17
157,TXN100052,28,1.0,1,1940.69
158,TXN100052,9,2.0,4,1530.08
159,TXN100052,20,,3,351.18
160,TXN100052,30,,2,3764.04
161,TXN100052,13,1.0,4,6505.48
162,TXN100053,17,,4,3633.2
163,TXN100053,7,,4,562.32
164,TXN100053,2,1.0,1,939.34
165,TXN100053,27,,1,410.47
166,TXN100053,23,1.0,4,5367.68
167,TXN100054,6,,1,1205.21
168,TXN100054,10,,1,176.85
169,TXN100054,9,,2,765.04
170,TXN100054,11,1.0,3,5700.99
171,TXN100054,24,,1,657.84
172,TXN100055,5,,3,3158.28
173,TXN100056,28,,4,7762.76
174,TXN100056,16,,1,1384.25
175,TXN100056,22,2.0,1,554.62
176,TXN100057,24,,3,1973.52
177,TXN100057,7,,4,562.32
178,TXN100058,2,,1,939.34
179,TXN100058,14,4.0,3,1932.0
180,TXN100058,2,,4,3757.36
181,TXN100059,8,,4,4938.84
182,TXN100059,9,,4,1530.08
183,TXN100059,4,1.0,2,878.72
184,TXN100060,22,,1,554.62
185,TXN100060,6,,4,4820.84
186,TXN100061,8,,2,2469.42
187,TXN100061,26,,3,3348.27
188,TXN100061,30,,2,3764.04
189,TXN100061,14,4.0,4,2576.0
190,TXN100062,17,3.0,1,908.3
191,TXN100062,9,,1,382.52
192,TXN100062,17,,2,1816.6
193,TXN100062,3,,3,4743.27
194,TXN100063,21,,1,1823.17
195,TXN100063,21,,2,3646.34
196,TXN100063,6,5.0,4,4820.84
197,TXN100063,29,2.0,1,1561.51
198,TXN100063,26,,4,4464.36
199,TXN100064,2,,1,939.34
200,TXN100064,9,3.0,3,1147.56
201,TXN100065,27,,2,820.94
202,TXN100066,7,,4,562.32
203,TXN100066,14,,1,644.0
204,TXN100066,27,4.0,4,1641.88
205,TXN100066,2,,4,3757.36
206,TXN100067,8,4.0,1,1234.71
207,TXN100067,4,,1,439.36
208,TXN100067,20,,1,117.06
209,TXN100067,12,,3,5798.94
210,TXN100068,20,,2,234.12
211,TXN100068,1,,4,3057.64
212,TXN100068,20,,3,351.18
213,TXN100068,10,,2,353.7
214,TXN100068,3,,3,4743.27
215,TXN100069,29,,4,6246.04
216,TXN100069,13,,3,4879.11
217,TXN100069,6,2.0,1,1205.21
218,TXN100069,18,,1,287.97
219,TXN100069,1,,3,2293.23
220,TXN100070,11,2.0,1,1900.33
221,TXN100070,1,4.0,4,3057.64
222,TXN100070,10,2.0,1,176.85
223,TXN100071,26,,1,1116.09
224,TXN100071,16,2.0,4,5537.0
225,TXN100072,8,,1,1234.71
226,TXN100072,3,,1,1581.09
227,TXN100072,25,,1,1064.13
228,TXN100073,20,,4,468.24
229,TXN100073,13,,2,3252.74
230,TXN100073,17,,1,908.3
231,TXN100073,3,,1,1581.09
232,TXN100074,30,,4,7528.08
233,TXN100074,22,,2,1109.24
234,TXN100074,26,,2,2232.18
235,TXN100074,3,5.0,2,3162.18
236,TXN100075,22,,3,1663.86
237,TXN100075,30,,4,7528.08
238,TXN100075,13,3.0,2,3252.74
239,TXN100075,6,,3,3615.63
240,TXN100075,1,5.0,2,1528.82
241,TXN100076,27,,3,1231.41
242,TXN100076,21,,3,5469.51
243,TXN100076,3,5.0,2,3162.18
244,TXN100076,5,,3,3158.28
245,TXN100076,8,,2,2469.42
246,TXN100077,25,,3,3192.39
247,TXN100077,27,,3,1231.41
248,TXN100078,19,,4,4062.36
249,TXN100078,3,,3,4743.27
250,TXN100078,21,,4,7292.68
251,TXN100078,20,2.0,1,117.06
252,TXN100078,28,,1,1940.69
253,TXN100079,27,,3,1231.41
254,TXN100079,8,,2,2469.42
255,TXN100080,1,,2,1528.82
256,TXN100080,15,5.0,3,721.38
257,TXN100080,29,,1,1561.51
258,TXN100081,18,,1,287.97
259,TXN100081,12,,2,3865.96
260,TXN100081,29,3.0,4,6246.04
261,TXN100081,5,,1,1052.76
262,TXN100082,22,,4,2218.48
263,TXN100082,23,,3,4025.76
264,TXN100082,23,3.0,1,1341.92
265,TXN100082,18,,2,575.94
266,TXN100083,4,,2,878.72
267,TXN100083,28,,3,5822.07
268,TXN100083,4,,2,878.72
269,TXN100083,10,2.0,2,353.7
270,TXN100084,13,,2,3252.74
271,TXN100085,9,,1,382.52
272,TXN100085,2,3.0,4,3757.36
273,TXN100085,29,3.0,2,3123.02
274,TXN100085,24,,1,657.84
275,TXN100085,27,3.0,2,820.94
276,TXN100086,15,,1,240.46
277,TXN100086,12,,3,5798.94
278,TXN100086,6,3.0,3,3615.63
279,TXN100086,10,,2,353.7
280,TXN100086,15,,1,240.46
283,TXN100088,30,,3,5646.06
284,TXN100088,26,5.0,3,3348.27
285,TXN100089,9,,4,1530.08
286,TXN100089,6,3.0,1,1205.21
287,TXN100089,9,5.0,4,1530.08
288,TXN100089,12,,2,3865.96
289,TXN100089,28,,3,5822.07
290,TXN100090,25,3.0,4,4256.52
291,TXN100091,29,,3,4684.53
297,TXN100093,16,,1,1384.25
298,TXN100093,22,,2,1109.24
299,TXN100093,16,,2,2768.5
300,TXN100093,15,,4,961.84
301,TXN100093,22,,2,1109.24
302,TXN100094,21,,1,1823.17
303,TXN100094,7,3.0,2,281.16
304,TXN100094,1,1.0,1,764.41
305,TXN100094,13,,2,3252.74
306,TXN100095,1,,1,764.41
307,TXN100095,5,,2,2105.52
308,TXN100095,4,,4,1757.44
309,TXN100095,16,,4,5537.0
310,TXN100095,19,,1,1015.59
311,TXN100096,29,,1,1561.51
317,TXN100098,23,,4,5367.68
318,TXN100098,13,,1,1626.37
319,TXN100098,1,4.0,2,1528.82
320,TXN100098,3,,3,4743.27
321,TXN100099,17,,3,2724.9
322,TXN100099,15,,3,721.38
323,TXN100100,22,1.0,2,1109.24
324,TXN100101,12,,4,7731.92
325,TXN100101,12,,1,1932.98
326,TXN100101,15,5.0,3,721.38
327,TXN100101,27,2.0,2,820.94
328,TXN100101,12,2.0,3,5798.94
329,TXN100102,13,,1,1626.37
330,TXN100102,7,,4,562.32
331,TXN100102,24,1.0,1,657.84
332,TXN100102,29,5.0,3,4684.53
333,TXN100102,12,,4,7731.92
334,TXN100103,13,,2,3252.74
335,TXN100103,19,5.0,2,2031.18
336,TXN100103,28,,1,1940.69
337,TXN100104,12,,4,7731.92
338,TXN100104,27,,3,1231.41
339,TXN100104,8,,2,2469.42
340,TXN100105,29,,3,4684.53
341,TXN100105,20,2.0,2,234.12
342,TXN100105,16,,2,2768.5
343,TXN100106,17,,3,2724.9
344,TXN100106,27,,2,820.94
345,TXN100106,28,,3,5822.07
346,TXN100106,7,,4,562.32
347,TXN100107,30,,4,7528.08
348,TXN100107,7,,2,281.16
349,TXN100107,7,,1,140.58
350,TXN100108,6,1.0,2,2410.42
351,TXN100108,22,,1,554.62
352,TXN100109,4,,1,439.36
353,TXN100109,30,,4,7528.08
354,TXN100109,12,,2,3865.96
355,TXN100109,16,,3,4152.75
356,TXN100109,21,,4,7292.68
357,TXN100110,21,,3,5469.51
358,TXN100110,27,5.0,3,1231.41
359,TXN100111,13,,1,1626.37
360,TXN100111,30,,1,1882.02
361,TXN100111,4,,2,878.72
362,TXN100111,15,,2,480.92
363,TXN100111,20,,2,234.12
364,TXN100112,8,,2,2469.42
365,TXN100112,15,,4,961.84
366,TXN100112,15,4.0,1,240.46
367,TXN100112,6,3.0,2,2410.42
368,TXN100112,6,2.0,2,2410.42
369,TXN100113,8,,3,3704.13
370,TXN100113,10,,4,707.4
371,TXN100113,22,,1,554.62
372,TXN100113,3,5.0,3,4743.27
373,TXN100113,7,,3,421.74
374,TXN100114,17,,2,1816.6
375,TXN100114,15,,4,961.84
376,TXN100114,26,,1,1116.09
377,TXN100115,11,,2,3800.66
378,TXN100115,2,,3,2818.02
379,TXN100115,8,,3,3704.13
380,TXN100115,16,,4,5537.0
381,TXN100116,18,,2,575.94
384,TXN100118,15,,3,721.38
385,TXN100118,3,,1,1581.09
386,TXN100119,21,,3,5469.51
387,TXN100119,24,,4,2631.36
388,TXN100119,17,2.0,4,3633.2
389,TXN100119,13,1.0,4,6505.48
390,TXN100120,24,5.0,2,1315.68
391,TXN100120,14,,1,644.0
392,TXN100121,30,2.0,1,1882.02
393,TXN100121,2,,4,3757.36
394,TXN100122,14,,1,644.0
395,TXN100122,26,,3,3348.27
396,TXN100122,18,,2,575.94
397,TXN100122,1,,4,3057.64
398,TXN100122,26,4.0,2,2232.18
404,TXN100124,8,5.0,1,1234.71
405,TXN100124,21,,4,7292.68
406,TXN100125,21,5.0,1,1823.17
407,TXN100125,10,,1,176.85
408,TXN100125,4,2.0,1,439.36
409,TXN100125,19,,1,1015.59
410,TXN100125,11,,4,7601.32
411,TXN100126,6,,1,1205.21
412,TXN100126,23,4.0,4,5367.68
413,TXN100126,14,,4,2576.0
414,TXN100127,10,,1,176.85
415,TXN100127,15,,3,721.38
416,TXN100127,13,,2,3252.74
417,TXN100127,26,5.0,1,1116.09
418,TXN100127,22,1.0,4,2218.48
419,TXN100128,2,,1,939.34
420,TXN100129,11,,2,3800.66
421,TXN100129,11,,3,5700.99
422,TXN100129,22,5.0,1,554.62
423,TXN100129,13,5.0,3,4879.11
424,TXN100130,17,,3,2724.9
425,TXN100130,2,,4,3757.36
426,TXN100130,8,,4,4938.84
427,TXN100130,30,5.0,4,7528.08
428,TXN100131,16,3.0,4,5537.0
429,TXN100131,5,,3,3158.28
430,TXN100131,21,,4,7292.68
431,TXN100131,9,,1,382.52
432,TXN100131,22,,4,2218.48
433,TXN100132,7,4.0,1,140.58
434,TXN100132,27,,3,1231.41
435,TXN100133,25,1.0,1,1064.13
436,TXN100133,4,,1,439.36
437,TXN100133,24,,4,2631.36
438,TXN100133,15,3.0,4,961.84
439,TXN100133,18,,2,575.94
440,TXN100134,11,,1,1900.33
441,TXN100134,17,,4,3633.2
442,TXN100134,10,,3,530.55
443,TXN100134,17,,1,908.3
444,TXN100134,19,,2,2031.18
445,TXN100135,9,5.0,1,382.52
446,TXN100135,2,5.0,3,2818.02
447,TXN100135,6,,2,2410.42
448,TXN100135,22,,1,554.62
449,TXN100136,8,3.0,2,2469.42
450,TXN100137,17,,3,2724.9
451,TXN100137,18,,4,1151.88
452,TXN100137,20,,1,117.06
453,TXN100137,30,,1,1882.02
454,TXN100138,26,,3,3348.27
455,TXN100138,17,,3,2724.9
456,TXN100138,23,2.0,3,4025.76
457,TXN100138,21,,4,7292.68
458,TXN100138,13,4.0,1,1626.37
459,TXN100139,24,,1,657.84
460,TXN100139,28,,3,5822.07
461,TXN100139,16,,1,1384.25
462,TXN100139,10,,3,530.55
463,TXN100139,7,,3,421.74
464,TXN100140,30,,4,7528.08
465,TXN100140,23,,3,4025.76
466,TXN100140,29,,4,6246.04
467,TXN100140,6,,1,1205.21
468,TXN100141,2,,1,939.34
469,TXN100141,4,,2,878.72
470,TXN100141,14,,2,1288.0
471,TXN100142,2,,3,2818.02
472,TXN100142,12,,1,1932.98
473,TXN100142,14,1.0,3,1932.0
474,TXN100142,8,,4,4938.84
475,TXN100143,15,,1,240.46
476,TXN100143,6,,2,2410.42
477,TXN100143,24,5.0,3,1973.52
478,TXN100144,12,,2,3865.96
479,TXN100144,30,,2,3764.04
480,TXN100144,1,2.0,2,1528.82
481,TXN100145,22,2.0,2,1109.24
482,TXN100145,7,1.0,3,421.74
483,TXN100145,22,,1,554.62
484,TXN100146,3,,1,1581.09
485,TXN100146,30,,1,1882.02
486,TXN100146,1,,3,2293.23
487,TXN100146,24,,4,2631.36
488,TXN100147,11,,3,5700.99
489,TXN100147,10,,3,530.55
490,TXN100147,9,4.0,2,765.04
491,TXN100147,30,,4,7528.08
492,TXN100147,3,,1,1581.09
493,TXN100148,28,,2,3881.38
494,TXN100148,30,,1,1882.02
495,TXN100148,4,,4,1757.44
496,TXN100148,11,2.0,1,1900.33
497,TXN100149,24,,1,657.84
498,TXN100149,12,3.0,3,5798.94
499,TXN100149,24,5.0,2,1315.68
500,TXN100149,1,,3,2293.23
501,TXN100150,30,3.0,4,7528.08
502,TXN100150,23,,3,4025.76
503,TXN100150,14,,3,1932.0
504,TXN100150,3,,2,3162.18
505,TXN100151,5,,1,1052.76
506,TXN100151,5,,2,2105.52
507,TXN100152,15,2.0,2,480.92
508,TXN100152,25,,4,4256.52
509,TXN100152,21,,2,3646.34
510,TXN100152,22,,2,1109.24
511,TXN100153,24,,3,1973.52
512,TXN100153,3,5.0,3,4743.27
513,TXN100153,25,,1,1064.13
514,TXN100153,12,3.0,2,3865.96
515,TXN100153,25,,4,4256.52
516,TXN100154,28,,4,7762.76
517,TXN100155,27,,3,1231.41
518,TXN100155,13,,3,4879.11
519,TXN100155,19,5.0,4,4062.36
520,TXN100156,3,,2,3162.18
521,TXN100156,14,,3,1932.0
522,TXN100157,4,,4,1757.44
523,TXN100157,4,,4,1757.44
524,TXN100157,24,,4,2631.36
525,TXN100157,3,,4,6324.36
526,TXN100157,1,,2,1528.82
527,TXN100158,8,,4,4938.84
528,TXN100158,28,,4,7762.76
529,TXN100158,17,3.0,1,908.3
530,TXN100159,12,,3,5798.94
531,TXN100159,22,,3,1663.86
532,TXN100160,24,4.0,4,2631.36
533,TXN100160,16,,3,4152.75
534,TXN100160,18,,4,1151.88
535,TXN100160,13,,2,3252.74
536,TXN100160,5,,2,2105.52
537,TXN100161,29,4.0,1,1561.51
538,TXN100161,6,4.0,1,1205.21
539,TXN100161,7,4.0,1,140.58
540,TXN100162,19,5.0,1,1015.59
541,TXN100162,14,4.0,2,1288.0
542,TXN100162,10,3.0,3,530.55
543,TXN100162,19,,4,4062.36
544,TXN100162,28,,2,3881.38
545,TXN100163,7,3.0,1,140.58
546,TXN100163,2,,3,2818.02
547,TXN100164,13,,3,4879.11
548,TXN100164,20,,2,234.12
549,TXN100164,22,,2,1109.24
550,TXN100164,12,,4,7731.92
551,TXN100165,17,,4,3633.2
552,TXN100165,14,,3,1932.0
553,TXN100165,3,,4,6324.36
554,TXN100165,21,,1,1823.17
555,TXN100165,10,,3,530.55
556,TXN100166,2,5.0,3,2818.02
557,TXN100166,2,,2,1878.68
558,TXN100167,13,,1,1626.37
559,TXN100167,20,,4,468.24
560,TXN100167,7,4.0,4,562.32
561,TXN100167,10,,3,530.55
562,TXN100168,9,5.0,3,1147.56
563,TXN100169,2,4.0,4,3757.36
564,TXN100169,2,1.0,4,3757.36
565,TXN100169,13,,4,6505.48
566,TXN100169,15,5.0,3,721.38
567,TXN100170,16,1.0,4,5537.0
568,TXN100170,22,1.0,2,1109.24
569,TXN100170,22,,4,2218.48
570,TXN100171,7,1.0,4,562.32
571,TXN100171,18,5.0,2,575.94
572,TXN100171,25,1.0,1,1064.13
573,TXN100172,4,4.0,3,1318.08
574,TXN100172,27,2.0,1,410.47
575,TXN100172,22,,1,554.62
576,TXN100173,3,,4,6324.36
577,TXN100173,29,,4,6246.04
578,TXN100173,5,,4,4211.04
579,TXN100174,10,2.0,3,530.55
580,TXN100175,30,,3,5646.06
581,TXN100176,9,3.0,4,1530.08
582,TXN100177,17,2.0,1,908.3
583,TXN100177,5,,4,4211.04
584,TXN100177,1,1.0,4,3057.64
585,TXN100177,4,,2,878.72
586,TXN100178,10,,2,353.7
587,TXN100179,12,1.0,3,5798.94
588,TXN100179,24,3.0,1,657.84
589,TXN100179,10,,2,353.7
590,TXN100180,10,,2,353.7
591,TXN100181,2,,4,3757.36
592,TXN100181,22,,2,1109.24
593,TXN100182,24,,1,657.84
594,TXN100182,30,1.0,2,3764.04
595,TXN100182,18,,4,1151.88
596,TXN100182,28,,2,3881.38
597,TXN100182,1,4.0,1,764.41
598,TXN100183,19,,3,3046.77
599,TXN100184,24,,1,657.84
600,TXN100185,13,2.0,1,1626.37
601,TXN100185,15,,3,721.38
602,TXN100186,18,,4,1151.88
603,TXN100186,13,,1,1626.37
604,TXN100186,12,,3,5798.94
605,TXN100187,25,,1,1064.13
606,TXN100187,15,,4,961.84
607,TXN100187,13,2.0,4,6505.48
608,TXN100188,15,,3,721.38
609,TXN100188,14,5.0,4,2576.0
610,TXN100188,13,2.0,2,3252.74
611,TXN100188,15,3.0,4,961.84
612,TXN100188,6,,3,3615.63
613,TXN100189,11,,4,7601.32
614,TXN100189,18,,1,287.97
615,TXN100189,26,,3,3348.27
616,TXN100189,10,,2,353.7
617,TXN100189,1,,1,764.41
618,TXN100190,13,4.0,4,6505.48
619,TXN100190,29,,2,3123.02
620,TXN100190,4,,3,1318.08
621,TXN100190,24,5.0,3,1973.52
622,TXN100190,6,2.0,1,1205.21
623,TXN100191,6,4.0,1,1205.21
624,TXN100191,22,5.0,2,1109.24
625,TXN100192,8,,4,4938.84
626,TXN100192,13,2.0,3,4879.11
627,TXN100192,1,2.0,1,764.41
628,TXN100192,30,,4,7528.08
629,TXN100193,6,,4,4820.84
630,TXN100194,2,,3,2818.02
631,TXN100195,13,,3,4879.11
632,TXN100195,1,,1,764.41
633,TXN100195,30,,3,5646.06
634,TXN100195,14,,1,644.0
635,TXN100196,26,,2,2232.18
636,TXN100197,22,,1,554.62
637,TXN100198,26,5.0,4,4464.36
638,TXN100198,29,,2,3123.02
639,TXN100198,8,,2,2469.42
640,TXN100198,22,,4,2218.48
641,TXN100198,21,,3,5469.51
642,TXN100199,29,2.0,1,1561.51
643,TXN100199,10,,4,707.4
644,TXN100199,20,,2,234.12
645,TXN100199,11,,4,7601.32
646,TXN100200,26,,3,3348.27
647,TXN100200,6,,4,4820.84
648,TXN100200,13,,4,6505.48
649,TXN100201,4,,2,878.72
650,TXN100201,13,,2,3252.74
651,TXN100201,3,,3,4743.27
652,TXN100202,26,,4,4464.36
653,TXN100202,17,,1,908.3
654,TXN100202,17,,3,2724.9
655,TXN100202,19,,2,2031.18
656,TXN100203,23,,1,1341.92
657,TXN100203,25,3.0,2,2128.26
658,TXN100203,12,,1,1932.98
659,TXN100204,12,4.0,2,3865.96
660,TXN100204,22,3.0,3,1663.86
661,TXN100204,14,,3,1932.0
664,TXN100206,8,,2,2469.42
665,TXN100206,17,,3,2724.9
666,TXN100206,1,,2,1528.82
667,TXN100206,1,,1,764.41
668,TXN100206,7,5.0,3,421.74
669,TXN100207,7,,1,140.58
670,TXN100207,12,,3,5798.94
671,TXN100207,19,,4,4062.36
672,TXN100207,3,,1,1581.09
673,TXN100208,3,,1,1581.09
674,TXN100208,25,5.0,4,4256.52
675,TXN100209,26,,3,3348.27
676,TXN100210,17,,3,2724.9
677,TXN100210,23,4.0,2,2683.84
678,TXN100211,15,3.0,1,240.46
679,TXN100211,1,3.0,4,3057.64
680,TXN100211,1,,1,764.41
681,TXN100211,26,,1,1116.09
682,TXN100212,10,,1,176.85
683,TXN100212,10,,4,707.4
684,TXN100212,21,,2,3646.34
685,TXN100213,30,,2,3764.04
686,TXN100213,25,,2,2128.26
687,TXN100213,21,3.0,2,3646.34
688,TXN100213,15,,4,961.84
694,TXN100215,4,,4,1757.44
695,TXN100215,1,2.0,4,3057.64
696,TXN100215,23,,2,2683.84
697,TXN100215,4,,2,878.72
698,TXN100215,30,1.0,1,1882.02
699,TXN100216,28,,2,3881.38
700,TXN100216,28,1.0,3,5822.07
701,TXN100217,28,,4,7762.76
702,TXN100217,18,5.0,3,863.91
703,TXN100217,3,5.0,2,3162.18
704,TXN100218,16,,4,5537.0
705,TXN100218,17,,2,1816.6
706,TXN100218,16,,1,1384.25
707,TXN100219,20,1.0,1,117.06
708,TXN100219,16,5.0,3,4152.75
709,TXN100219,23,1.0,3,4025.76
710,TXN100219,25,,1,1064.13
711,TXN100219,17,,3,2724.9
712,TXN100220,12,4.0,1,1932.98
713,TXN100220,20,,2,234.12
714,TXN100220,14,,1,644.0
719,TXN100222,16,3.0,2,2768.5
720,TXN100222,30,,3,5646.06
721,TXN100222,26,,2,2232.18
722,TXN100222,17,,3,2724.9
723,TXN100223,28,,4,7762.76
724,TXN100223,14,,1,644.0
725,TXN100223,12,3.0,3,5798.94
726,TXN100224,2,4.0,2,1878.68
727,TXN100224,15,,2,480.92
728,TXN100224,4,,2,878.72
729,TXN100224,12,,3,5798.94
730,TXN100225,25,,4,4256.52
731,TXN100225,7,,2,281.16
732,TXN100225,13,,2,3252.74
733,TXN100226,2,,2,1878.68
734,TXN100226,10,,2,353.7
735,TXN100226,20,,2,234.12
736,TXN100227,5,2.0,1,1052.76
737,TXN100227,12,,1,1932.98
738,TXN100227,20,,4,468.24
739,TXN100227,30,,3,5646.06
740,TXN100227,5,2.0,3,3158.28
741,TXN100228,13,5.0,2,3252.74
742,TXN100229,4,,3,1318.08
743,TXN100229,22,,2,1109.24
744,TXN100229,3,,2,3162.18
745,TXN100229,6,4.0,3,3615.63
746,TXN100229,22,,2,1109.24
747,TXN100230,17,,4,3633.2
748,TXN100230,27,4.0,3,1231.41
749,TXN100230,4,,4,1757.44
750,TXN100230,6,1.0,2,2410.42
751,TXN100230,6,,4,4820.84
752,TXN100231,15,,3,721.38
753,TXN100232,29,,2,3123.02
754,TXN100232,2,4.0,1,939.34
755,TXN100233,22,,4,2218.48
756,TXN100233,24,,4,2631.36
757,TXN100233,28,,4,7762.76
758,TXN100233,3,,1,1581.09
759,TXN100233,20,,4,468.24
760,TXN100234,16,,1,1384.25
761,TXN100234,11,,4,7601.32
762,TXN100234,11,,1,1900.33
763,TXN100234,26,,2,2232.18
764,TXN100235,23,,1,1341.92
765,TXN100235,19,4.0,1,1015.59
766,TXN100235,10,,4,707.4
767,TXN100235,10,,3,530.55
768,TXN100236,2,,3,2818.02
769,TXN100236,2,,1,939.34
770,TXN100236,14,,2,1288.0
771,TXN100236,12,5.0,4,7731.92
772,TXN100237,13,,2,3252.74
773,TXN100238,16,,2,2768.5
774,TXN100238,6,,3,3615.63
775,TXN100238,19,,2,2031.18
776,TXN100238,5,,2,2105.52
777,TXN100238,28,2.0,1,1940.69
778,TXN100239,13,4.0,1,1626.37
779,TXN100240,30,,1,1882.02
780,TXN100240,27,,4,1641.88
781,TXN100240,1,,2,1528.82
782,TXN100241,29,,1,1561.51
783,TXN100241,3,,3,4743.27
784,TXN100241,7,2.0,2,281.16
785,TXN100241,7,,2,281.16
786,TXN100242,10,,4,707.4
787,TXN100243,21,,3,5469.51
788,TXN100243,24,,1,657.84
789,TXN100243,29,3.0,2,3123.02
790,TXN100243,3,,1,1581.09
795,TXN100245,15,,2,480.92
796,TXN100246,6,2.0,2,2410.42
